pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
744;;1;F_UAB_MECONSYN;Meconium Aspiration Syndrome;;U;{"0":"Not reporting","1":"Reporting"};
745;;1;F_UAB_VENL30;Assisted Ventilation <30 minutes;;U;{"0":"Not reporting","1":"Reporting"};
746;;1;F_UAB_VEN30M;Assisted Ventilation >=30 minutes;;U;{"0":"Not reporting","1":"Reporting"};
747;;1;F_UAB_NSEIZ;Seizures;;U;{"0":"Not reporting","1":"Reporting"};
748;;1;F_UAB_OTHERAB;Other Abnormal Conditions;;U;{"0":"Not reporting","1":"Reporting"};
749;751;3;FILLER;Filler;;;;
752;;1;F_UCA_ANEN;Anencephalus;;U;{"0":"Not reporting","1":"Reporting"};
753;;1;F_UCA_SPINA;Spina Bifida/ Meningocele;;U;{"0":"Not reporting","1":"Reporting"};
754;;1;F_UCA_HYDRO;Hydrocephalus;;U;{"0":"Not reporting","1":"Reporting"};
755;;1;F_UCA_MICROCE;Microcephalus;;U;{"0":"Not reporting","1":"Reporting"};
756;;1;F_UCA_NERVOUS;Other Central Nervous System Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
757;;1;F_UCA_HEART;Heart Malformations;;U;{"0":"Not reporting","1":"Reporting"};
758;;1;F_UCA_CIRCUL;Other Circulatory / Respiration Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
759;;1;F_UCA_RECTAL;Rectal Atresia / Stenosis;;U;{"0":"Not reporting","1":"Reporting"};
760;;1;F_UCA_TRACHEO;Tracheo-Esophageal Fistula;;U;{"0":"Not reporting","1":"Reporting"};
761;;1;F_UCA_OMPHALO;Omphalocele/Gastroschisis;;U,R;{"0":"Not reporting","1":"Reporting"};
762;;1;F_UCA_GASTRO;Other Gastrointestinal Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
763;;1;F_UCA_GENITAL;Malformed Genitalia;;U;{"0":"Not reporting","1":"Reporting"};
764;;1;F_UCA_RENALAG;Renal Agenesis;;U;{"0":"Not reporting","1":"Reporting"};
765;;1;F_UCA_UROGEN;Other Urogenital Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
766;;1;F_UCA_CLEFTLP;Cleft Lip/Palate;;U,R;{"0":"Not reporting","1":"Reporting"};
767;;1;F_UCA_ADACTYL;Polydactyly / Syndactyly / Adactyly;;U;{"0":"Not reporting","1":"Reporting"};
768;;1;F_UCA_CLUB;Club Foot;;U;{"0":"Not reporting","1":"Reporting"};
769;;1;F_UCA_HERNIA;Diaphragmatic Hernia;;U;{"0":"Not reporting","1":"Reporting"};
770;;1;F_UCA_MUSCULO;Other Musculoskeletal Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
771;;1;F_UCA_DOWNS;Downs Syndrome;;U,R;{"0":"Not reporting","1":"Reporting"};
772;;1;F_UCA_CHROMO;Other Chromosomal Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
773;;1;F_UCA_OTHRCON;Other Congenital Anomalies;;U;{"0":"Not reporting","1":"Reporting"};
774;867;94;FILLER;Filler;;;;
868;;1;FLGND_11;Flag indicating records in both numerator and denominator file;;;{"1":"Record in both files"," ":"Record not in both files"};
869;871;3;FILLER;Filler;;;;
872;874;3;AGED;Age at Death in Days;;;{};000-365 Number of days
875;;1;AGER5;Infant age recode 5;;;{"1":"Under 1 hour","2":"1 – 23 hours","3":"1 – 6 days","4":"7 – 27 days (late neonatal)","5":"28 days and over (postneonatal)"};
876;877;2;AGER22;Infant age recode 22;;;{" ":"Age 1 year and over or not stated","01":"Under 1 hour (includes not stated hours and minutes)","02":"1 – 23 hour","03":"1 day (includes not stated days)","04":"2 days","05":"3 days","06":"4 days","07":"5 days","08":"6 days","09":"7 days (includes not stated weeks)","10":"14 – 20 days","11":"21 – 27 days","12":"1 month (includes not stated months)","13":"2 months","14":"3 months","15":"4 months","16":"5 months","17":"6 months","18":"7 months","19":"8 months","20":"9 months","21":"10 months","22":"11 months"};
878;;1;MANNER;Manner of Death;;;{"1":"Accident","2":"Suicide","3":"Homicide","4":"Pending investigation","5":"Could not determine","6":"Self-inflicted","7":"Natural"," ":"Not specified"};
879;;1;DISPO;Method of Disposition;;;{"B":"Burial","C":"Cremation","O":"Other","U":"Unknown"};
880;;1;AUTOPSY;Autopsy;;;{"Y":"Yes","N":"No","U":"Unknown"};
881;;1;FILLER;Filler;;;;
882;;1;PLACE;Place of injury for causes W00-Y34, except Y06.-;;;{"0":"Home","1":"School, other institution and public administrative area / Residential institution","2":"Sports and athletics area","3":"Street and highway","4":"Trade and service area","5":"Industrial and construction area","6":"Farm","7":"Other Specified Places","8":"Unspecified place"," ":"Cause other than W00-Y34, except Y06.- and Y07.-"};
883;;1;FILLER;Filler;;;;
884;887;4;UC0D;ICD Code (10th Revision);;;{};
888;;1;FILLER;Filler;;;;
889;891;3;UCODR130;130 Infant Cause Recode;;;{};001-158 Code Range
892;;1;FILLER;Filler;;;;
893;900;8;RECWT;Record Weight (no weights computed for possessions file);;;{};1.XXXXXX
901;902;2;FILLER;Filler;;;;
903;904;2;EANUM;Number of Entity-Axis Conditions;;;{};00-20 Code range
905;911;7;ENTITY_1ST_C;1st Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
912;918;7;ENTITY_2ND_C;2nd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
919;925;7;ENTITY_3RD_C;3rd Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
926;932;7;ENTITY_4TH_C;4th Condition;;;{};Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
933;939;7;ENTITY_5TH_C;5th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
940;946;7;ENTITY_6TH_C;6th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
947;953;7;ENTITY_7TH_C;7th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
954;960;7;ENTITY_8TH_C;8th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
961;967;7;ENTITY_9TH_C;9th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
968;974;7;ENTITY_10TH_C;10th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
975;981;7;ENTITY_11TH_C;11th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
982;988;7;ENTITY_12TH_C;12th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
989;995;7;ENTITY_13TH_C;13th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
996;1002;7;ENTITY_14TH_C;14th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1003;1009;7;ENTITY_15TH_C;15th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1010;1016;7;ENTITY_16TH_C;16th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1017;1023;7;ENTITY_17TH_C;17th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1024;1030;7;ENTITY_18TH_C;18th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1031;1037;7;ENTITY_19TH_C;19th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1038;1044;7;ENTITY_20TH_C;20th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
1045;1046;2;FILLER;Filler;;;;
1047;1048;2;RANUM;Number of Record-Axis Conditions;;;{};00-20 Code range
1049;1053;5;RECORD_1ST_C;1st Condition;;;{};1-4 ICD10 Code 5
1054;1058;5;RECORD_2ND_C;2nd Condition;;;{};1-4 ICD10 Code 5
1059;1063;5;RECORD_3RD_C;3rd Condition;;;{};1-4 ICD10 Code 5
1064;1068;5;RECORD_4TH_C;4th Condition;;;{};1-4 ICD10 Code 5
1069;1073;5;RECORD_5TH_C;5th Condition;;;{};1-4 ICD10 Code 5
1074;1078;5;RECORD_6TH_C;6th Condition;;;{};1-4 ICD10 Code 5
1079;1083;5;RECORD_7TH_C;7th Condition;;;{};1-4 ICD10 Code 5
1084;1088;5;RECORD_8TH_C;8th Condition;;;{};1-4 ICD10 Code 5
1089;1093;5;RECORD_9TH_C;9th Condition;;;{};1-4 ICD10 Code 5
1094;1098;5;RECORD_10TH_C;10th Condition;;;{};1-4 ICD10 Code 5
1099;1103;5;RECORD_11TH_C;11th Condition;;;{};1-4 ICD10 Code 5
1104;1108;5;RECORD_12TH_C;12th Condition;;;{};1-4 ICD10 Code 5
1109;1113;5;RECORD_13TH_C;13th Condition;;;{};1-4 ICD10 Code 5
1114;1118;5;RECORD_14TH_C;14th Condition;;;{};1-4 ICD10 Code 5
1119;1123;5;RECORD_15TH_C;15th Condition;;;{};1-4 ICD10 Code 5
1124;1128;5;RECORD_16TH_C;16th Condition;;;{};1-4 ICD10 Code 5
1129;1133;5;RECORD_17TH_C;17th Condition;;;{};1-4 ICD10 Code 5
1134;1138;5;RECORD_18TH_C;18th Condition;;;{};1-4 ICD10 Code 5
1139;1143;5;RECORD_19TH_C;19th Condition;;;{};1-4 ICD10 Code 5
1144;1148;5;RECORD_20TH_C;20th Condition;;;{};1-4 ICD10 Code 5
1149;1150;2;FILLER;Filler;;;;
1151;;1;D_RESTATUS;Death Resident Status;;;{"1":{"United States Occurrence":"RESIDENTS State and County of Occurrence and Residence are the same.","Puerto Rico Occurrence":"RESIDENTS Territory and County-equivalent of Occurrence and Residence are the same.","Virgin Islands Occurrence":"RESIDENTS Territory and County-equivalent of Occurrence and Residence are the same.","Guam Occurrence":"RESIDENTS Occurred in Guam to a resident of Guam or to a resident of the U.S."},"2":{"United States Occurrence":"INTRASTATE NONRESIDENTS State of Occurrence and Residence are the same, but County is different.","Puerto Rico Occurrence":"INTRASTATE NONRESIDENTS Territory of Occurrence and Residence are the same, but County-equivalent is different","Virgin Islands Occurrence":"INTRASTATE NONRESIDENTS Territory of Occurrence and Residence are the same, but County-equivalent is different","Guam Occurrence":""},"3":{"United States Occurrence":"INTERSTATE NONRESIDENTS State of Occurrence and Residence are different, but both are in the U.S","Puerto Rico Occurrence":"  INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory","Virgin Islands Occurrence":"INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory.","Guam Occurrence":"  INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory."}, "4":{"United States Occurrence":"FOREIGN RESIDENTS State of Occurrence is one of the 50 States or the District of Columbia, but Place of Residence is outside of the U.S.","Puerto Rico Occurrence":"FOREIGN RESIDENTS Occurred in Puerto Rico to a resident of any other place.","Virgin Islands Occurrence":"FOREIGN RESIDENTS Occurred in Virgin Islands to a resident of any other place.","Guam Occurrence":"FOREIGN RESIDENTS Occurred in Guam to a resident of any place other than Guam or the U.S"}};
1152;1153;2;STOCCFIPD;State of Occurrence (FIPS) of Death;;;{"PR":"Puerto Rico","VI":"Virgin Islands","GU":"Guam"};This item is available in the territory file only, geography codes are not available in the US file
1154;1156;3;CNTOCFIPD;County of Occurrence (FIPS) of Death;;;{}; Code range
1157;1159;3;FILLER;Filler;;;;
1160;1161;2;STRESFIPD;State of Residence (FIPS);;;{"VI":{"Territories":"Virgin Islands","Foreign residents":"","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"Virgin Islands","Guam Occurrenc":""},"CC":{"Territories":"","Foreign residents":"Canada","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"MX":{"Territories":"","Foreign residents":"Mexico","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"CU":{"Territories":"","Foreign residents":"Cuban","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"YY":{"Territories":"","Foreign residents":"Remainder of world","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"PR":{"Territories":"Puerto Rico","Foreign residents":"","Puerto Rico Occurrence":"Puerto Rico","Virgin Islands Occurrence":"","Guam Occurrenc":""},"GU":{"Territories":"Guam","Foreign residents":"","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":"Guam"},"US":{"Territories":"","Foreign residents":"","Puerto Rico Occurrence":"Foreign residents","Virgin Islands Occurrence":"Foreign residents","Guam Occurrenc":"U.S. resident.  Also considered a resident of Guam."},"ZZ":{"Territories":"","Foreign residents":"","Puerto Rico Occurrence":"Foreign residents","Virgin Islands Occurrence":"Foreign residents","Guam Occurrenc":"Foreign residents"}};
1162;1163;2;FILLER;Filler;;;;
1164;1165;2;DRCNTY;State/Country of Residence of Death Recode;;;{"VI":{"Territories":"Virgin Islands","Foreign residents":"","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"Virgin Islands","Guam Occurrenc":""},"CC":{"Territories":"","Foreign residents":"Canada","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"MX":{"Territories":"","Foreign residents":"Mexico","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"CU":{"Territories":"","Foreign residents":"Cuban","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"YY":{"Territories":"","Foreign residents":"Remainder of world","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":""},"PR":{"Territories":"Puerto Rico","Foreign residents":"","Puerto Rico Occurrence":"Puerto Rico","Virgin Islands Occurrence":"","Guam Occurrenc":""},"GU":{"Territories":"Guam","Foreign residents":"","Puerto Rico Occurrence":"","Virgin Islands Occurrence":"","Guam Occurrenc":"Guam"},"US":{"Territories":"","Foreign residents":"","Puerto Rico Occurrence":"Foreign residents","Virgin Islands Occurrence":"Foreign residents","Guam Occurrenc":"U.S. resident.  Also considered a resident of Guam."},"ZZ":{"Territories":"","Foreign residents":"","Puerto Rico Occurrence":"Foreign residents","Virgin Islands Occurrence":"Foreign residents","Guam Occurrenc":"Foreign residents"}};
1166;1168;3;CNTYRFPD;County of Residence (FIPS) of Death;;;{"000":"Foreign residents","999":"County less than 250,000 population"};001-nnn Code range
1169;1181;13;FILLER;Filler;;;;
1182;;1;CNTRSPPD;Population Size of County of Residence of Death;;;{"0":"County of 1,000,000 or more","1":"County of  500,000 to 1,000,000","2":"County of  250,000 to  500,000","9":"County of less than 250,000","Z":"Foreign residents"};
1183;1185;3;FILLER;Filler;;;;
1186;;1;HOSPD;Place of Death and Decendent’s Status;;;{"1":"Hospital, clinic or Medical Center – Inpatient","2":"Hospital, clinic or Medical Center – Outpatient or admitted to Emergency Room","3":"Hospital, clinic or Medical Center – Dead on Arrival","4":"Decedent’s home","5":"Hospice facility","6":"Nursing home/long term care","7":"Other","9":"Place of death unknown"};
1187;;1;WEEKDAYD;Day of Week of Death;;;{"1":"Sunday","2":"Monday","3":"Tuesday","4":"Wednesday","5":"Thursday","6":"Friday","7":"Saturday","9":"Unknown"};
1188;1191;4;DTHYR;Death Year;;;{};
1192;1257;66;FILLER;Filler;;;;
1258;1259;2;DOD_MM;Month of Death;;;{"01":"January","02":"February","03":"March","04":"April","05":"May","06":"June","07":"July","08":"August","09":"September","10":"October","11 ":"November","12":"December"};
