pos_start;pos_end;len;field;description;reportingFlagPosision;Vers;Definition;Commentary
907;913;7;ENTITY_18TH_C;18th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
914;920;7;ENTITY_19TH_C;19th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
921;927;7;ENTITY_20TH_C;20th Condition;;;{}; Position 1: Part/line number on certificate 1:Part I, line 1 (a) 2:Part I, line 2 (b) 3:Part I, line 3 (c) 4:Part I, line 4 (d) 5:Part I, line 5 (e) 6:Part II, / Position 2: Sequence of condition within part/line 1-7: Code range / Position 3 – 6: Condition code See  ICD-10 for a complete list of codes
928;929;2;FILLER;Filler;;;;
930;931;2;RANUM;Number of Record-Axis Conditions;;;{};00-20 Code range
932;936;5;RECORD_1ST_C;1st Condition;;;{};1-4 ICD10 Code 5
937;941;5;RECORD_2ND_C;2nd Condition;;;{};1-4 ICD10 Code 5
942;946;5;RECORD_3RD_C;3rd Condition;;;{};1-4 ICD10 Code 5
947;951;5;RECORD_4TH_C;4th Condition;;;{};1-4 ICD10 Code 5
952;956;5;RECORD_5TH_C;5th Condition;;;{};1-4 ICD10 Code 5
957;961;5;RECORD_6TH_C;6th Condition;;;{};1-4 ICD10 Code 5
962;966;5;RECORD_7TH_C;7th Condition;;;{};1-4 ICD10 Code 5
967;971;5;RECORD_8TH_C;8th Condition;;;{};1-4 ICD10 Code 5
972;976;5;RECORD_9TH_C;9th Condition;;;{};1-4 ICD10 Code 5
977;981;5;RECORD_10TH_C;10th Condition;;;{};1-4 ICD10 Code 5
982;986;5;RECORD_11TH_C;11th Condition;;;{};1-4 ICD10 Code 5
987;991;5;RECORD_12TH_C;12th Condition;;;{};1-4 ICD10 Code 5
992;996;5;RECORD_13TH_C;13th Condition;;;{};1-4 ICD10 Code 5
997;1001;5;RECORD_14TH_C;14th Condition;;;{};1-4 ICD10 Code 5
1002;1006;5;RECORD_15TH_C;15th Condition;;;{};1-4 ICD10 Code 5
1007;1011;5;RECORD_16TH_C;16th Condition;;;{};1-4 ICD10 Code 5
1012;1016;5;RECORD_17TH_C;17th Condition;;;{};1-4 ICD10 Code 5
1017;1021;5;RECORD_18TH_C;18th Condition;;;{};1-4 ICD10 Code 5
1022;1026;5;RECORD_19TH_C;19th Condition;;;{};1-4 ICD10 Code 5
1027;1031;5;RECORD_20TH_C;20th Condition;;;{};1-4 ICD10 Code 5
1032;1033;2;FILLER;Filler;;;;
1034;;1;RESSTATD;Resident Status;;;{"1":{"United States Occurrence":"RESIDENTS State and County of Occurrence and Residence are the same.","Puerto Rico Occurrence":"RESIDENTS Territory and County-equivalent of Occurrence and Residence are the same.","Virgin Islands Occurrence":"RESIDENTS Territory and County-equivalent of Occurrence and Residence are the same.","Guam Occurrence":"RESIDENTS Occurred in Guam to a resident of Guam or to a resident of the U.S."},"2":{"United States Occurrence":"INTRASTATE NONRESIDENTS State of Occurrence and Residence are the same, but County is different.","Puerto Rico Occurrence":"INTRASTATE NONRESIDENTS Territory of Occurrence and Residence are the same, but County-equivalent is different","Virgin Islands Occurrence":"INTRASTATE NONRESIDENTS Territory of Occurrence and Residence are the same, but County-equivalent is different","Guam Occurrence":""},"3":{"United States Occurrence":"INTERSTATE NONRESIDENTS State of Occurrence and Residence are different, but both are in the U.S","Puerto Rico Occurrence":"  INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory","Virgin Islands Occurrence":"INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory.","Guam Occurrence":"  INTERTERRITORY NONRESIDENTS Territory of occurrence and residence are different, but both are a Territory."}, "4":{"United States Occurrence":"FOREIGN RESIDENTS State of Occurrence is one of the 50 States or the District of Columbia, but Place of Residence is outside of the U.S.","Puerto Rico Occurrence":"FOREIGN RESIDENTS Occurred in Puerto Rico to a resident of any other place.","Virgin Islands Occurrence":"FOREIGN RESIDENTS Occurred in Virgin Islands to a resident of any other place.","Guam Occurrence":"FOREIGN RESIDENTS Occurred in Guam to a resident of any place other than Guam or the U.S"}};
1035;1036;2;STOCCFIPD;State of Occurrence (FIPS);;;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","GU":"Guam","PR":"Puerto Rico","VI":"Virgin Islands"};
1037;1039;3;CNTOCFIPD;County of Occurrence (FIPS) of Death;;;{}; Code range
1040;1041;2;ESTATOCD;Expanded State of Occurrence Code;;;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","YC":"New York City","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands"};
1042;;1;CNTOCPPD;Population Size of County of Residence of Death;;;{"0":"County of 1,000,000 or more","1":"County of 500,000 to 1,000,000","2":"County of 250,000 to 500,000","9":"County of less than 250,000","Z":"Foreign residents"};
1043;1044;2;STRESFIPD;State of Residence (FIPS);;;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","YC":"New York City","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","ZZ":"Foreign residents"};
1045;1046;2;DRCNTR;Country of Residence;;;{};AA-ZZ Code range
1047;1048;2;DRSTCNTRY;State/Country of Residence Recode;;;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","ZZ":"Foreign residents","CC":"Canada","CU":"Cuba","MX":"Mexico","YY":"Rest of the World"};
1049;1051;3;CNTYRFPD;County of Residence (FIPS) of Death;;;{"000":"Foreign residents","999":"County less than 250,000 population"};001-nnn Code range
1052;1056;5;PLRES;City of Residence (FIPS);;;{"00000":"Foreign residents"};00001-99999 See Geographic Table
1057;;1;CITRSPPD;Population Size of City of Residence;;;{"0":"Place of 1,000,000 or more","1":"Place of 500,000 to 1,000,000","2":"Place of 250,000 to 500,000","9":"Place less than 250,000","Z":"Foreign residents"};This item is available in the territory file only, geographic codes are not available in the U.S. file
1058;;1;METRRESD;Metropolitan - Nonmetropolitan County of Residence;;;{"1":"Metropolian county","2":"Nonmetropolian county","Z":"Foreign residents"}
1059;1060;2;DRSTATE;Expanded State of Residence Code;;;{"AK":"Alaska","AL":"Alabama","AR":"Arkansas","AZ":"Arizona","CA":"California","CO":"Colorado","CT":"Connecticut","DE":"Delaware","DC":"District of Columbia","FL":"Florida","GA":"Georgia","HI":"Hawaii","ID":"Idaho","IL":"Illinois","IN":"Indiana","IA":"Iowa","KS":"Kansas","KY":"Kentucky","LA":"Louisiana","MA":"Massachusetts","MD":"Maryland","ME":"Maine","MI":"Michigan","MN":"Minnesota","MO":"Missouri","MS":"Mississippi","MT":"Montana","NC":"North Carolina","ND":"North Dakota","NE":"Nebraska","NH":"New Hampshire","NJ":"New Jersey","NM":"New Mexico","NV":"Nevada","NY":"New York","OH":"Ohio","OK":"Oklahoma","OR":"Oregon","PA":"Pennsylvania","RI":"Rhode Island","SC":"South Carolina","SD":"South Dakota","TN":"Tennessee","TX":"Texas","UT":"Utah","VA":"Virginia","VT":"Vermont","WA":"Washington","WI":"Wisconsin","WV":"West Virginia","WY":"Wyoming","YC":"New York City","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","AS":"American Samoa","GU":"Guam","MP":"Northern Marianas","PR":"Puerto Rico","VI":"Virgin Islands","ZZ":"Foreign residents","CC":"Canada","CU":"Cuba","MX":"Mexico","YY":"Rest of the World"};
1061;1064;4;SMSARFIPD;PMSA/MSA of Residence (FIPS);;;{"0000":"Nonmetropolian counties or foreign residents"};Code range
1065;;1;CNTOCPPD;Population Size of County of Residence of Death;;;{"0":"County of 1,000,000 or more","1":"County of 500,000 to 1,000,000","2":"County of 250,000 to 500,000","9":"County of less than 250,000","Z":"Foreign residents"};
1066;;1;POPSMASD;PMSA/MSA Population Size of Residence;;;{"1":"Area of 250,000 or more","2":"Area less than 250,000","9":"Nonmetropolitan areas","Z":"Foreign resident"};
1067;1068;2;CMSAD;CMSA of Residence (FIPS);;;{"00":"Not a CMSA","07":"Boston, Worchester, Lawrence, MA-NH-ME-CT, CMSA","14":"Chicago-Gary-Kenosha, IL-IN-WI, CMSA","21":"Cincinnati-Hamilton, OH-KY-IN, CMSA","28":"Cleveland-Akron, OH, CMSA","31":"Dallas-Fort Worth, TX, CMSA","34":"Denver-Bolder-Greeley, CO, CMSA","35":"Detroit-Ann Arbor-Flint, MI, CMSA","42":"Houston-Galveston-Brazoria, TX, CMSA","49":"Los Angeles-Riverside-Orange County, CA, CMSA","56":"Miami-Fort Lauderdale, FL, CMSA","63":"Milwaukee-Racine, WI, CMSA","70":"New York-Northern New Jersey-Long Island, NY-NJ-CT-PA, CMSA","77":"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD, CMSA","79":"Portland-Salem, OR-WA, CMSA","82":"Sacramento-Yolo, CA, CMSA","84":"San Francisco-Oakland-San Jose, CA, CMSA","91":"Seattle-Tacoma-Bremerton, WA, CMSA","97":"Washington-Baltimore, DC-MD-VA-WV, CMSA","00":"Not a CMSA","87":"San Juan-Caguas-Arecibo, PR, CMSA"};
1069;;1;HOSPD;Place of Death and Decendent’s Status;;;{"1":"Hospital, clinic or Medical Center – Inpatient","2":"Hospital, clinic or Medical Center – Outpatient or admitted to Emergency Room","3":"Hospital, clinic or Medical Center – Dead on Arrival","4":"Decedent’s home","5":"Hospice facility","6":"Nursing home/long term care","7":"Other","9":"Place of death unknown"};
1070;;1;WEEKDAYD;Day of Week of Death;;;{"1":"Sunday","2":"Monday","3":"Tuesday","4":"Wednesday","5":"Thursday","6":"Friday","7":"Saturday","9":"Unknown"};
1071;1074;4;DTHYR;Death Year;;;{};
1075;1140;66;FILLER;Filler;;;;
1141;1142;2;DTHMON;Month of Death;;;{"01":"January","02":"February","03":"March","04":"April","05":"May","06":"June","07":"July","08":"August","09":"September","10":"October","11 ":"November","12":"December"};

